	EC number
2622	2.4.2.40
2623	4.2.3.175
2624	2.3.1.286
2625	3.2.1.118
2626	1.2.1.81
2627	2.7.7.41
2628	2.7.8.47
2629	2.7.1.26
2630	4.2.3.148
2631	2.8.2.17
2632	4.1.1.75
2633	2.6.1.92
2634	6.3.2.8
2635	2.4.1.232
2636	4.2.3.96
2637	4.3.3.6
2638	1.14.99.47
2639	7.5.2.5
2640	2.1.1.41
2641	1.1.1.390
2642	3.6.5.n1
2643	1.6.5.10
2644	3.5.4.25
2645	5.5.1.26
2646	4.2.3.179
2647	2.1.1.200
2648	1.1.1.412
2649	1.14.13.39
2650	3.4.23.23
2651	2.4.1.120
2652	2.6.1.5
2653	1.14.13.23
2654	2.2.1.6
2655	2.7.12.2
2656	1.5.1.41
2657	5.4.99.4
2658	3.1.1.49
2659	1.21.1.1
2660	1.14.11.20
2661	3.5.1.112
2662	1.3.1.1
2663	3.1.2.12
2664	4.1.3.17
2665	2.1.1.130
2666	3.1.4.35
2667	3.4.11.1
2668	4.2.1.175
2669	4.1.1.120
2670	1.4.1.18
2671	2.7.1.45
2672	2.3.2.17
2673	5.3.1.23
2674	2.1.1.230
2675	2.6.1.57
2676	4.2.3.155
2677	2.1.1.237
2678	5.5.1.12
2679	3.4.22.62
2680	1.14.13.222
2681	2.7.1.44
2682	3.6.1.8
2683	3.4.21.25
2684	1.17.9.1
2685	2.7.1.55
2686	3.1.1.24
2687	5.3.1.30
2688	1.5.1.24
2689	4.2.3.68
2690	1.7.2.2
2691	1.97.1.1
2692	2.6.1.110
2693	2.4.1.366
2694	3.6.1.67
2695	3.6.1.22
2696	5.4.99.29
2697	1.13.11.39
2698	6.2.1.59
2699	4.2.3.109
2700	2.9.1.2
2701	1.1.1.105
2702	2.7.1.36
2703	5.1.3.41
2704	2.4.1.81
2705	1.97.1.4
2706	2.1.1.274
2707	2.5.1.58
2708	2.7.7.103
2709	3.2.1.41
2710	2.4.99.8
2711	1.14.14.112
2712	2.3.1.250
2713	5.4.99.50
2714	2.4.1.136
2715	2.4.1.243
2716	1.14.15.29
2717	4.2.3.55
2718	1.3.99.32
2719	5.4.99.21
2720	5.4.99.2
2721	3.5.4.4
2722	1.6.1.1
2723	1.3.1.53
2724	2.1.3.9
2725	3.1.3.53
2726	2.1.1.183
2727	2.1.1.160
2728	2.4.1.64
2729	7.4.2.10
2730	3.4.21.10
2731	1.3.1.72
2732	2.4.1.345
2733	3.1.1.92
2734	1.3.1.48
2735	2.3.3.8
2736	2.7.1.222
2737	7.6.2.7
2738	1.3.7.12
2739	2.1.1.n11
2740	3.5.1.38
2741	1.14.19.62
2742	5.4.99.25
2743	2.3.1.32
2744	4.2.1.7
2745	1.14.13.147
2746	3.2.1.206
2747	4.2.3.123
2748	2.7.7.73
2749	1.1.1.31
2750	4.2.3.92
2751	3.4.11.20
2752	2.3.1.140
2753	4.2.3.135
2754	1.1.1.325
2755	3.4.23.1
2756	2.7.8.2
2757	2.3.1.179
2758	1.3.99.28
2759	2.4.1.38
2760	3.1.3.67
2761	5.3.3.19
2762	2.7.7.51
2763	3.7.1.9
2764	1.1.1.10
2765	3.2.1.135
2766	3.4.21.95
2767	2.4.1.218
2768	1.1.1.424
2769	3.6.4.10
2770	2.3.1.80
2771	3.1.4.54
2772	2.7.1.160
2773	5.3.99.11
2774	4.2.1.18
2775	2.7.1.181
2776	1.7.2.7
2777	2.1.1.301
2778	2.4.1.279
2779	4.2.3.112
2780	3.4.21.90
2781	3.4.11.7
2782	3.1.3.108
2783	5.4.99.44
2784	3.4.24.43
2785	1.1.3.12
2786	5.4.99.38
2787	6.3.5.13
2788	2.7.1.59
2789	2.3.1.42
2790	1.14.14.67
2791	2.1.1.170
2792	2.3.1.302
2793	6.3.1.14
2794	1.13.11.84
2795	4.2.3.184
2796	2.1.4.3
2797	5.3.1.22
2798	3.1.3.56
2799	4.2.99.24
2800	3.1.3.8
2801	2.4.1.92
2802	1.1.1.388
2803	2.7.4.28
2804	2.4.2.28
2805	2.1.2.5
2806	6.3.2.33
2807	1.14.12.25
2808	1.3.7.15
2809	2.6.1.33
2810	2.1.1.7
2811	2.4.1.174
2812	3.1.1.61
2813	5.4.99.19
2814	2.1.1.281
2815	1.14.13.22
2816	1.1.1.195
2817	5.4.4.8
2818	7.1.3.1
2819	7.6.2.3
2820	2.4.1.111
2821	1.13.11.52
2822	1.1.1.366
2823	2.3.1.267
2824	1.1.1.188
2825	2.4.1.170
2826	5.1.1.10
2827	1.15.1.1
2828	3.4.24.15
2829	3.5.4.30
2830	2.4.1.360
2831	2.3.1.171
2832	2.1.2.11
2833	1.13.11.6
2834	3.5.1.119
2835	2.4.1.282
2836	3.1.4.53
2837	1.8.5.1
2838	1.1.1.335
2839	3.13.1.1
2840	2.1.1.89
2841	3.1.3.7
2842	4.2.3.12
2843	5.2.1.13
2844	2.4.1.20
2845	2.4.1.255
2846	1.1.1.267
2847	3.1.3.99
2848	1.13.11.4
2849	3.4.24.26
2850	2.7.1.149
2851	2.4.1.12
2852	5.4.3.5
2853	3.1.21.1
2854	3.1.1.97
2855	2.1.2.1
2856	2.8.1.15
2857	1.14.14.64
2858	3.5.4.10
2859	4.2.1.44
2860	1.4.1.12
2861	1.8.4.10
2862	2.7.1.183
2863	6.3.2.37
2864	4.2.3.80
2865	3.4.21.84
2866	1.18.1.5
2867	3.2.2.4
2868	2.3.1.241
2869	4.1.3.43
2870	4.1.3.40
2871	4.4.1.28
2872	2.1.1.35
2873	6.2.1.5
2874	2.7.11.7
2875	6.1.1.18
2876	4.2.1.68
2877	2.5.1.134
2878	1.1.1.140
2879	3.4.21.35
2880	2.6.1.118
2881	1.14.13.220
2882	3.4.21.97
2883	2.3.1.22
2884	1.1.1.120
2885	3.1.3.6
2886	3.1.1.117
2887	2.4.2.6
2888	3.5.3.7
2889	2.1.1.362
2890	5.3.3.2
2891	2.1.1.197
2892	3.1.3.1
2893	1.17.5.3
2894	3.2.1.99
2895	3.4.22.53
2896	1.17.99.6
2897	4.2.3.59
2898	2.1.1.374
2899	1.23.5.1
2900	2.10.1.1
2901	2.8.2.30
2902	2.8.2.39
2903	1.1.1.197
2904	1.2.1.103
2905	1.14.11.55
2906	3.7.1.2
2907	1.20.4.2
2908	2.1.1.53
2909	3.4.11.21
2910	1.1.1.83
2911	3.1.1.22
2912	1.14.11.35
2913	3.2.2.28
2914	2.5.1.141
2915	2.4.1.251
2916	2.7.1.39
2917	2.3.1.166
2918	1.3.8.14
2919	3.1.7.6
2920	2.3.1.144
2921	2.8.2.22
2922	3.2.1.51
2923	3.1.26.12
2924	2.7.1.199
2925	5.4.2.2
2926	4.1.2.11
2927	1.17.7.3
2928	6.3.3.3
2929	4.2.3.199
2930	3.6.1.45
2931	2.5.1.46
2932	6.1.1.19
2933	1.14.13.16
2934	2.7.7.27
2935	3.4.24.11
2936	4.2.1.164
2937	1.1.99.2
2938	1.1.1.215
2939	3.2.2.9
2940	2.1.4.2
2941	3.2.1.67
2942	2.7.1.106
2943	2.7.7.101
2944	1.5.1.28
2945	1.14.11.9
2946	3.1.3.18
2947	3.2.2.6
2948	4.2.3.181
2949	3.5.1.19
2950	4.2.1.31
2951	3.2.1.156
2952	7.3.2.6
2953	2.8.1.10
2954	2.4.1.291
2955	2.7.4.10
2956	1.1.1.234
2957	2.1.1.33
2958	3.4.23.21
2959	2.4.2.48
2960	2.3.1.79
2961	1.21.99.1
2962	3.1.3.37
2963	2.1.1.69
2964	1.5.1.46
2965	3.4.15.5
2966	3.4.19.14
2967	2.4.1.320
2968	1.14.15.7
2969	4.2.3.99
2970	4.2.99.22
2971	2.7.1.206
2972	1.5.1.52
2973	1.1.1.35
2974	3.2.1.82
2975	2.3.1.207
2976	2.7.1.5
2977	4.1.99.16
2978	2.3.1.8
2979	2.3.1.33
2980	1.1.7.1
2981	2.1.1.269
2982	4.2.3.54
2983	1.1.1.96
2984	5.3.3.14
2985	2.3.1.118
2986	4.4.1.16
2987	4.1.2.13
2988	4.3.1.28
2989	2.6.1.113
2990	4.1.99.22
2991	2.7.9.1
2992	6.5.1.2
2993	2.7.1.159
2994	1.14.19.54
2995	1.1.1.374
2996	2.6.1.21
2997	2.7.7.43
2998	2.6.1.18
2999	7.2.2.6
3000	5.1.3.30
3001	6.3.3.2
3002	3.1.1.106
3003	4.99.1.8
3004	2.4.1.317
3005	2.5.1.106
3006	1.14.13.10
3007	4.99.1.11
3008	1.3.1.85
3009	4.2.1.47
3010	2.4.99.13
3011	2.6.1.27
3012	2.4.1.53
3013	1.7.3.1
3014	2.5.1.9
3015	3.4.22.50
3016	2.7.4.22
3017	1.2.4.1
3018	3.1.4.4
3019	6.2.1.51
3020	2.3.1.74
3021	2.7.7.80
3022	4.2.3.52
3023	2.4.1.336
3024	2.1.1.312
3025	3.4.21.59
3026	4.2.3.56
3027	2.7.7.12
3028	3.4.24.75
3029	4.2.3.173
3030	4.1.1.106
3031	4.1.99.12
3032	5.4.2.4
3033	2.1.1.13
3034	1.14.11.41
3035	2.7.11.12
3036	1.8.1.7
3037	1.1.1.196
3038	1.21.99.5
3039	3.4.22.63
3040	2.3.1.254
3041	1.1.1.303
3042	1.1.2.9
3043	1.14.11.16
3044	4.2.3.57
3045	1.1.1.394
3046	2.1.2.13
3047	3.2.1.122
3048	1.1.1.127
3049	6.3.2.32
3050	3.5.1.98
3051	3.1.3.100
3052	2.4.1.303
3053	4.1.1.31
3054	2.5.1.140
3055	6.2.1.72
3056	5.3.99.8
3057	3.2.1.50
3058	1.3.7.7
3059	4.2.1.32
3060	6.3.2.55
3061	2.5.1.67
3062	3.4.21.101
3063	2.7.1.22
3064	1.4.3.3
3065	2.7.1.29
3066	1.14.13.33
3067	3.1.3.25
3068	1.14.11.7
3069	1.1.1.11
3070	2.4.1.207
3071	1.2.4.2
3072	3.4.19.9
3073	2.4.1.187
3074	4.2.3.88
3075	2.7.1.172
3076	3.4.21.1
3077	1.3.1.93
3078	2.3.1.202
3079	1.3.1.83
3080	3.6.1.63
3081	1.14.15.16
3082	2.8.1.7
3083	1.14.14.26
3084	3.4.23.46
3085	1.13.11.83
3086	2.3.1.242
3087	1.14.14.168
3088	3.2.1.35
3089	1.1.1.397
3090	3.1.2.27
3091	1.2.1.77
3092	3.2.1.151
3093	3.2.1.20
3094	1.3.98.5
3095	2.1.1.314
3096	5.1.3.9
3097	1.4.1.1
3098	2.1.1.311
3099	2.1.1.223
3100	1.3.7.3
3101	5.3.99.6
3102	7.2.2.9
3103	6.3.1.13
3104	1.1.1.288
3105	4.2.1.119
3106	2.4.1.312
3107	3.4.24.31
3108	1.2.1.9
3109	4.2.2.n1
3110	2.1.1.262
3111	1.14.99.54
3112	2.6.1.88
3113	3.1.1.98
3114	2.5.1.72
3115	3.4.11.4
3116	2.7.1.87
3117	2.1.1.324
3118	2.3.1.15
3119	2.7.1.176
3120	2.3.1.97
3121	2.8.2.2
3122	4.2.3.76
3123	3.4.22.44
3124	4.2.1.143
3125	3.4.23.39
3126	2.7.6.2
3127	2.3.1.108
3128	1.4.3.22
3129	3.4.21.45
3130	1.1.99.24
3131	1.14.11.18
3132	2.6.1.7
3133	5.4.99.9
3134	1.1.1.264
3135	5.5.1.27
3136	2.1.1.359
3137	2.7.1.121
3138	1.2.1.28
3139	2.1.1.141
3140	3.4.21.61
3141	2.5.1.151
3142	2.5.1.152
3143	1.2.3.15
3144	1.1.5.8
3145	4.2.3.17
3146	1.1.1.103
3147	1.13.11.56
3148	4.3.1.30
3149	1.6.5.7
3150	2.1.1.348
3151	1.3.1.101
3152	2.1.1.295
3153	1.3.7.5
3154	2.1.1.28
3155	1.8.5.8
3156	2.4.99.14
3157	2.7.8.41
3158	7.2.4.5
3159	3.7.1.12
3160	3.5.4.39
3161	1.23.1.1
3162	2.4.1.22
3163	2.7.1.95
3164	3.5.1.24
3165	2.1.1.42
3166	1.1.1.413
3167	1.14.13.69
3168	1.2.7.3
3169	3.5.1.56
3170	4.6.1.2
3171	4.2.1.133
3172	2.4.1.351
3173	1.14.15.33
3174	2.7.10.1
3175	2.7.1.83
3176	3.4.21.37
3177	6.3.1.18
3178	2.5.1.90
3179	5.4.1.4
3180	3.1.8.1
3181	2.7.8.38
3182	2.1.1.47
3183	3.6.1.58
3184	1.1.1.384
3185	2.6.1.29
3186	2.6.99.2
3187	3.4.21.80
3188	5.1.3.34
3189	2.7.7.61
3190	1.4.4.2
3191	4.1.2.27
3192	2.1.1.148
3193	1.3.5.3
3194	2.7.1.158
3195	1.3.7.11
3196	2.3.2.20
3197	4.2.1.106
3198	3.6.1.1
3199	2.5.1.147
3200	4.1.2.50
3201	2.5.1.88
3202	2.7.7.83
3203	3.5.1.41
3204	1.17.98.2
3205	2.7.11.27
3206	4.2.3.194
3207	4.2.3.180
3208	2.1.1.225
3209	2.4.99.12
3210	2.6.99.3
3211	1.14.11.43
3212	1.1.1.149
3213	3.5.1.47
3214	1.3.99.36
3215	2.1.1.331
3216	3.4.24.38
3217	3.4.23.40
3218	3.2.1.4
3219	3.2.1.123
3220	2.4.1.185
3221	1.1.1.319
3222	2.1.1.49
3223	3.1.3.104
3224	3.4.21.12
3225	1.1.2.3
3226	4.2.3.157
3227	1.14.14.157
3228	1.1.1.200
3229	3.1.3.15
3230	1.1.3.17
3231	2.7.4.7
3232	2.4.1.201
3233	2.4.1.86
3234	2.1.1.248
3235	3.5.4.35
3236	1.1.1.45
3237	2.2.1.13
3238	3.5.1.74
3239	4.2.3.196
3240	1.6.2.6
3241	2.1.1.347
3242	1.3.99.5
3243	3.4.22.51
3244	3.1.2.11
3245	1.2.1.46
3246	1.1.1.419
3247	3.7.1.13
3248	4.2.3.21
3249	1.3.1.98
3250	1.1.1.244
3251	5.1.1.18
3252	6.2.1.2
3253	2.1.3.12
3254	1.14.14.14
3255	1.1.1.27
3256	3.2.1.91
3257	2.4.1.318
3258	1.1.3.38
3259	3.4.21.47
3260	4.2.1.135
3261	4.1.99.20
3262	4.2.1.70
3263	3.1.13.5
3264	3.5.1.59
3265	1.1.1.223
3266	5.5.1.25
3267	1.5.3.19
3268	1.7.2.6
3269	5.1.1.7
3270	7.3.2.5
3271	4.2.2.22
3272	1.14.20.15
3273	2.8.4.3
3274	2.4.1.116
3275	2.5.1.3
3276	2.4.99.1
3277	1.8.4.8
3278	2.6.1.94
3279	2.4.1.246
3280	2.4.2.30
3281	2.1.1.159
3282	5.3.1.27
3283	2.5.1.80
3284	1.2.3.3
3285	3.5.1.53
3286	5.1.99.6
3287	3.5.1.12
3288	2.6.1.34
3289	3.2.1.157
3290	2.4.1.148
3291	1.3.2.3
3292	2.4.1.266
3293	1.13.11.82
3294	2.7.1.169
3295	1.2.1.5
3296	3.2.1.204
3297	2.1.1.192
3298	5.5.1.8
3299	1.5.3.14
3300	2.1.1.95
3301	7.6.2.14
3302	1.1.3.42
3303	2.3.2.13
3304	4.2.3.124
3305	4.2.1.83
3306	3.5.2.3
3307	3.4.19.13
3308	3.5.1.113
3309	4.2.1.59
3310	2.3.1.200
3311	3.1.4.43
3312	2.1.1.188
3313	1.13.11.25
3314	1.1.1.29
3315	1.14.13.146
3316	4.2.1.54
3317	4.1.1.29
3318	4.2.3.113
3319	4.2.1.95
3320	3.1.21.5
3321	3.2.1.21
3322	4.2.2.14
3323	2.1.1.185
3324	3.4.21.42
3325	4.4.1.11
3326	1.5.8.3
3327	3.2.1.136
3328	3.4.21.50
3329	3.4.14.2
3330	3.1.3.48
3331	5.2.1.4
3332	1.14.11.76
3333	2.3.1.262
3334	3.5.1.114
3335	4.2.1.141
3336	6.2.1.53
3337	2.1.1.63
3338	5.4.99.33
3339	3.4.22.57
3340	1.14.19.17
3341	1.14.13.170
3342	1.1.1.329
3343	2.5.1.65
3344	4.1.1.77
3345	2.7.1.21
3346	3.4.23.52
3347	3.5.3.15
3348	1.13.11.2
3349	4.2.1.91
3350	2.4.1.40
3351	4.1.2.62
3352	1.14.15.22
3353	2.7.11.31
3354	3.4.23.19
3355	1.3.1.105
3356	7.6.2.9
3357	2.6.1.35
3358	4.2.1.56
3359	2.7.1.145
3360	2.1.1.243
3361	2.4.1.292
3362	2.1.1.291
3363	6.3.2.49
3364	1.14.12.11
3365	4.1.1.22
3366	1.14.14.77
3367	1.1.1.136
3368	2.4.1.241
3369	2.4.1.271
3370	2.7.1.215
3371	3.1.4.59
3372	1.21.4.3
3373	3.1.1.68
3374	2.7.1.7
3375	2.1.1.372
3376	1.14.14.119
3377	5.3.3.10
3378	1.5.3.1
3379	5.5.1.15
3380	4.2.1.105
3381	1.1.1.311
3382	3.2.1.152
3383	2.1.1.278
3384	1.4.3.5
3385	3.4.21.100
3386	1.3.5.1
3387	2.4.1.289
3388	1.3.7.6
3389	5.3.3.17
3390	5.4.99.36
3391	2.5.1.84
3392	1.2.1.91
3393	1.3.1.89
3394	4.2.3.192
3395	4.2.1.40
3396	4.1.99.13
3397	1.11.1.28
3398	3.2.1.84
3399	3.4.23.35
3400	3.4.23.16
3401	3.1.30.2
3402	1.14.13.168
3403	1.3.1.6
3404	3.5.4.33
3405	4.1.2.52
3406	5.4.99.60
3407	1.1.5.4
3408	3.2.1.107
3409	1.14.13.227
3410	3.4.21.105
3411	4.2.99.20
3412	3.4.17.17
3413	2.7.8.15
3414	3.1.13.4
3415	4.2.1.12
3416	3.4.21.39
3417	3.4.21.106
3418	2.4.1.270
3419	4.6.1.16
3420	2.4.1.67
3421	1.14.13.8
3422	2.8.2.20
3423	2.8.2.27
3424	1.1.1.95
3425	2.3.1.110
3426	3.4.22.67
3427	1.1.1.313
3428	1.1.1.284
3429	4.2.1.139
3430	3.1.1.109
3431	1.14.11.8
3432	2.4.2.18
3433	2.1.1.86
3434	3.4.24.44
3435	2.6.1.87
3436	4.6.1.21
3437	2.7.1.186
3438	3.2.1.36
3439	2.7.8.12
3440	1.14.15.3
3441	6.3.4.9
3442	2.3.2.15
3443	1.1.1.327
3444	4.2.3.38
3445	2.8.4.2
3446	1.1.1.65
3447	5.6.1.7
3448	4.4.1.15
3449	1.1.5.3
3450	2.4.1.281
3451	3.4.17.18
3452	3.4.21.78
3453	1.14.13.232
3454	7.3.2.1
3455	2.7.8.22
3456	4.2.3.182
3457	6.3.5.12
3458	1.12.5.1
3459	2.7.1.151
3460	3.5.1.107
3461	4.2.3.143
3462	4.2.3.98
3463	1.8.2.4
3464	1.14.14.59
3465	5.4.2.13
3466	3.2.2.30
3467	1.14.19.26
3468	2.4.99.21
3469	3.5.1.90
3470	2.4.99.17
3471	1.14.15.23
3472	1.1.99.3
3473	2.5.1.74
3474	4.3.1.32
3475	1.14.12.19
3476	2.3.2.30
3477	1.1.1.368
3478	4.3.2.6
3479	2.7.1.64
3480	6.3.4.11
3481	1.2.1.n2
3482	1.1.1.389
3483	2.1.1.307
3484	3.7.1.21
3485	2.5.1.123
3486	1.1.1.408
3487	4.3.2.1
3488	1.3.1.116
3489	1.1.1.341
3490	1.11.1.10
3491	1.1.3.47
3492	1.1.1.203
3493	2.1.1.216
3494	2.3.1.46
3495	2.1.1.114
3496	2.1.1.228
3497	3.2.1.113
3498	4.1.99.5
3499	2.4.1.99
3500	2.3.1.277
3501	3.5.1.30
3502	1.7.2.3
3503	2.7.11.5
3504	4.2.3.66
3505	5.1.3.2
3506	2.3.1.35
3507	3.7.1.20
3508	7.1.1.3
3509	3.5.1.129
3510	4.2.3.53
3511	2.7.7.52
3512	2.4.2.63
3513	5.1.3.33
3514	3.5.1.5
3515	2.7.11.17
3516	4.1.1.4
3517	2.1.1.110
3518	5.1.1.15
3519	1.14.99.61
3520	1.1.1.359
3521	1.6.2.4
3522	1.14.99.59
3523	1.5.3.15
3524	1.14.15.34
3525	3.1.3.27
3526	1.3.1.44
3527	4.2.3.134
3528	1.1.1.49
3529	2.7.1.193
3530	5.4.99.45
3531	3.5.4.36
3532	2.3.1.20
3533	6.3.2.17
3534	1.17.5.2
3535	3.2.1.76
3536	2.4.1.319
3537	1.14.13.24
3538	2.7.7.91
3539	5.5.1.35
3540	2.1.1.172
3541	4.1.99.11
3542	4.1.99.25
3543	4.1.2.46
3544	2.3.1.65
3545	6.3.3.6
3546	2.7.7.31
3547	4.4.1.1
3548	1.14.14.143
3549	3.1.1.76
3550	1.8.2.2
3551	3.5.1.n3
3552	4.3.1.1
3553	2.7.1.68
3554	2.1.1.365
3555	1.3.1.95
3556	1.1.1.232
3557	1.2.7.4
3558	3.2.1.70
3559	4.2.3.159
3560	2.3.1.249
3561	2.3.2.8
3562	1.5.1.45
3563	3.1.1.80
3564	1.4.1.2
3565	4.2.1.100
3566	2.3.1.36
3567	3.4.19.15
3568	1.1.1.245
3569	7.1.1.8
3570	1.1.3.29
3571	3.1.1.88
3572	2.1.1.355
3573	4.2.99.23
3574	4.1.3.1
3575	2.6.1.51
3576	3.2.2.29
3577	1.14.13.148
3578	2.7.11.14
3579	2.7.1.94
3580	1.14.14.158
3581	1.1.1.194
3582	2.4.1.161
3583	1.1.1.184
3584	2.3.1.178
3585	2.7.3.1
3586	1.1.1.338
3587	1.8.1.14
3588	3.5.4.42
3589	1.1.1.17
3590	4.2.3.49
3591	2.2.1.9
3592	2.4.2.12
3593	2.7.4.24
3594	1.3.98.7
3595	2.1.1.346
3596	4.2.3.138
3597	2.3.1.16
3598	2.1.1.351
3599	4.3.1.17
3600	2.7.7.47
3601	2.4.2.59
3602	2.7.4.33
3603	2.7.7.9
3604	1.14.19.19
3605	2.4.1.250
3606	6.1.1.16
3607	3.4.21.108
3608	3.4.23.45
3609	1.14.12.3
3610	1.14.19.75
3611	2.1.1.288
3612	1.14.11.54
3613	1.14.99.64
3614	4.2.1.3
3615	3.1.2.5
3616	2.4.1.242
3617	2.5.1.30
3618	1.8.1.16
3619	2.1.1.244
3620	5.5.1.6
3621	4.2.2.19
3622	1.14.14.134
3623	3.4.11.24
3624	4.2.1.144
3625	5.3.1.6
3626	3.2.1.64
3627	1.1.1.385
3628	2.3.1.137
3629	1.14.13.127
3630	3.5.1.60
3631	4.2.3.195
3632	1.1.1.219
3633	3.4.14.4
3634	6.2.1.n2
3635	4.1.1.5
3636	1.2.5.1
3637	4.2.3.119
3638	1.1.1.356
3639	4.2.1.170
3640	4.2.1.108
3641	4.2.1.109
3642	3.4.21.48
3643	1.14.14.73
3644	3.1.3.24
3645	5.1.3.27
3646	2.7.8.6
3647	7.5.2.6
3648	4.1.1.101
3649	3.4.22.34
3650	2.4.1.238
3651	2.3.3.1
3652	7.6.2.12
3653	1.14.14.47
3654	2.4.1.85
3655	2.3.1.86
3656	2.3.1.215
3657	3.2.1.57
3658	1.14.18.11
3659	2.5.1.120
3660	1.14.14.141
3661	2.4.1.337
3662	2.1.1.140
3663	5.1.3.10
3664	1.3.99.26
3665	2.4.2.49
3666	2.5.1.36
3667	2.7.1.174
3668	1.14.11.38
3669	1.14.14.85
3670	1.1.1.406
3671	2.1.1.111
3672	4.6.1.14
3673	2.8.1.16
3674	3.1.2.4
3675	1.13.11.72
3676	2.7.3.9
3677	2.8.4.5
3678	2.7.1.24
3679	1.14.20.3
3680	3.4.21.20
3681	4.1.1.107
3682	4.6.1.15
3683	5.4.2.9
3684	1.1.1.350
3685	7.6.2.1
3686	4.1.2.51
3687	1.1.1.353
3688	2.4.1.182
3689	2.8.3.26
3690	7.6.2.5
3691	4.3.3.2
3692	4.3.1.2
3693	2.7.7.106
3694	2.1.1.144
3695	1.18.1.2
3696	2.1.1.256
3697	3.1.2.1
3698	4.2.1.79
3699	2.7.7.18
3700	1.14.14.161
3701	3.4.23.38
3702	3.1.4.11
3703	4.1.3.41
3704	3.4.24.20
3705	2.4.2.14
3706	2.4.1.47
3707	2.7.1.164
3708	3.2.1.72
3709	1.1.1.41
3710	5.1.2.7
3711	1.4.1.11
3712	3.4.21.66
3713	2.1.1.226
3714	2.7.7.23
3715	3.2.1.208
3716	4.2.3.48
3717	2.5.1.127
3718	1.1.1.135
3719	1.1.1.269
3720	3.5.1.52
3721	1.3.98.6
3722	1.14.11.63
3723	1.1.98.7
3724	1.3.1.106
3725	3.4.19.11
3726	1.1.1.414
3727	6.3.1.15
3728	1.1.1.57
3729	1.14.14.121
3730	1.14.14.138
3731	2.7.8.40
3732	1.14.11.17
3733	1.5.3.17
3734	2.4.1.70
3735	2.3.1.243
3736	4.6.1.20
3737	7.1.1.9
3738	2.4.1.347
3739	2.4.1.54
3740	4.2.1.161
3741	2.4.2.54
3742	2.3.1.87
3743	2.1.1.94
3744	1.7.1.13
3745	2.4.1.275
3746	1.1.1.141
3747	1.8.2.3
3748	5.3.1.3
3749	3.5.1.6
3750	6.5.1.1
3751	1.3.1.21
3752	6.3.2.13
3753	3.1.26.n2
3754	4.2.3.108
3755	3.4.24.33
3756	1.14.11.48
3757	2.5.1.29
3758	1.3.1.45
3759	3.2.1.172
3760	6.3.2.56
3761	3.5.1.127
3762	2.4.1.10
3763	2.1.1.310
3764	3.5.4.3
3765	3.1.3.43
3766	1.1.1.76
3767	2.3.1.n4
3768	4.2.1.112
3769	3.2.1.10
3770	4.2.3.178
3771	5.1.3.15
3772	1.14.11.44
3773	4.1.1.94
3774	4.2.1.114
3775	2.7.1.140
3776	1.1.1.24
3777	2.3.3.3
3778	3.4.23.41
3779	4.4.1.5
3780	2.4.1.280
3781	2.6.1.79
3782	1.14.20.1
3783	3.5.4.43
3784	2.7.1.185
3785	2.8.3.19
3786	2.7.7.8
3787	2.4.1.147
3788	1.1.1.46
3789	3.4.21.53
3790	4.2.1.41
3791	2.1.1.285
3792	4.1.1.95
3793	1.14.13.82
3794	4.2.3.158
3795	3.5.1.62
3796	3.4.23.25
3797	3.2.1.96
3798	1.14.13.2
3799	2.4.1.259
3800	2.5.1.104
3801	3.7.1.17
3802	1.14.11.60
3803	1.1.1.398
3804	3.7.1.27
3805	1.1.1.409
3806	6.2.1.65
3807	6.4.1.6
3808	1.1.1.67
3809	4.1.2.29
3810	2.8.3.12
3811	1.1.9.1
3812	1.1.1.21
3813	1.14.14.84
3814	5.4.4.2
3815	3.4.24.59
3816	1.1.1.8
3817	5.5.1.4
3818	1.5.1.40
3819	2.5.1.69
3820	3.2.1.105
3821	3.1.26.4
3822	4.3.1.27
3823	5.4.99.23
3824	3.5.99.5
3825	1.5.3.6
3826	5.1.99.1
3827	2.6.1.1
3828	2.6.1.39
3829	2.5.1.26
3830	2.3.1.203
3831	2.4.1.256
3832	3.2.1.147
3833	3.11.1.1
3834	1.5.1.25
3835	5.1.3.1
3836	3.2.1.155
3837	5.4.2.6
3838	6.3.2.9
3839	2.7.7.82
3840	3.4.21.41
3841	2.4.1.194
3842	2.3.1.136
3843	1.14.14.17
3844	1.14.19.43
3845	2.1.1.338
3846	6.4.1.2
3847	4.3.1.19
3848	1.14.14.39
3849	1.1.1.309
3850	4.2.3.20
3851	2.1.1.65
3852	5.1.3.3
3853	3.2.1.139
3854	3.4.24.17
3855	5.4.99.48
3856	3.4.24.85
3857	1.1.1.333
3858	2.7.1.134
3859	1.2.99.10
3860	2.5.1.31
3861	5.1.3.22
3862	4.2.1.69
3863	3.4.21.117
3864	4.1.3.16
3865	1.4.3.20
3866	1.17.7.4
3867	1.1.1.320
3868	1.11.1.5
3869	1.4.3.24
3870	1.3.1.58
3871	2.4.1.330
3872	6.3.5.7
3873	4.2.3.111
3874	2.7.7.6
3875	1.1.1.3
3876	1.3.1.2
3877	5.3.1.34
3878	4.2.3.101
3879	3.4.21.86
3880	3.5.1.96
3881	6.2.1.44
3882	2.4.1.229
3883	1.3.1.82
3884	6.4.1.1
3885	5.4.99.30
3886	2.4.1.68
3887	1.5.1.6
3888	1.13.11.78
3889	4.2.3.25
3890	2.7.1.32
3891	1.13.11.11
3892	3.4.24.86
